raw_genre,canonical_genre,layer,note
electrifaction,,unmapped,
electro gothic,Electronic / Dance,rule,
electrolore,Electronic / Dance,rule,
experimental hip-hop,Hip-Hop / Rap,rule,
factory,,unmapped,
flamenco jazz,Jazz,rule,
flute beatbox,,unmapped,
folk band,Folk / Acoustic,rule,
folk galego,Folk / Acoustic,rule,
found a stick,,unmapped,
francais,,unmapped,
free folk,Folk / Acoustic,rule,
freestyle music,,unmapped,
french hip-hop,Hip-Hop / Rap,rule,
full-on,,unmapped,
funky breaks,R&B / Soul,rule,
future beats,,unmapped,
galante,,unmapped,
galavant,,unmapped,
game music,Soundtrack / Musical,rule,
goran club music isos,Electronic / Dance,rule,
grammophon,,unmapped,
h hopf,,unmapped,
hard,,unmapped,
indy in-tune,,unmapped,
j-core,,unmapped,
jerk,,unmapped,
jit,,unmapped,
jump up,,unmapped,
kassel,,unmapped,
lake eden arts festival,,unmapped,
lebanese,,unmapped,
light music,,unmapped,
limited tracks,,unmapped,
lo-fi hip hop,Hip-Hop / Rap,rule,
lostwave,,unmapped,
lulz christian fundamentalists,Christian / Gospel,rule,
melancholy,,unmapped,
minimal techno artists,Electronic / Dance,rule,
moscow,,unmapped,
musicus 2009,,unmapped,
narrator,,unmapped,
nu funk,R&B / Soul,rule,
nw garage,,unmapped,
old school hardcore,Punk / Hardcore,rule,
old skool,,unmapped,
once upon a time in hollywood,,unmapped,
orgue,,unmapped,
peabody,,unmapped,
polskie,,unmapped,
portuguese male vocalists,,unmapped,
psy,,unmapped,
psy trance,Electronic / Dance,rule,
puro pop,Pop,rule,
ragga-reggae,Reggae,rule,
rare sads,,unmapped,
raw black metal,Metal,rule,
reals,,unmapped,
redskin,,unmapped,
remix,,unmapped,
ritual,,unmapped,
rob steady,,unmapped,
robertitus global,,unmapped,
sacred tibetan ritual music,Christian / Gospel,rule,
sactown rap,Hip-Hop / Rap,rule,
salvation army,,unmapped,
scratsches,,unmapped,
serbian male vocalists,,unmapped,
spaghetti western,,unmapped,
steel drums,,unmapped,
swag,,unmapped,
techno jazz,Electronic / Dance,rule,
teen,,unmapped,
tex-mex,,unmapped,
thailand,SEA Pop,exact,
tiktok,,unmapped,
trap rap,Hip-Hop / Rap,rule,
tronicram,,unmapped,
vgm,,unmapped,
videogame rock,Rock,rule,
villarreal,,unmapped,
vitamin b12,,unmapped,
wild orchid,,unmapped,
women composers,,unmapped,
wrecking crew,,unmapped,
zarzuelas,,unmapped,
ac/dc,,unmapped,
acid trance,Electronic / Dance,rule,
ahora dejame llorar,,unmapped,
ak tags,,unmapped,
all dem paganinis,,unmapped,
alt rnb,R&B / Soul,rule,
alternative r&b,R&B / Soul,rule,
american west,,unmapped,
anarchist,,unmapped,
andalusian,,unmapped,
ars subtilior,,unmapped,
audiobooks,,unmapped,
aussie,,unmapped,
autism,,unmapped,
azerbaijan,,unmapped,
baryoberde,,unmapped,
bestest,,unmapped,
brass hop,,unmapped,
brighton,,unmapped,
britain,,unmapped,
british folk,Folk / Acoustic,rule,
bubbling house,Electronic / Dance,rule,
carl hoefle,,unmapped,
chesky records,,unmapped,
chinese pop,C-Pop / Mandopop,exact,
chinese rap,Hip-Hop / Rap,rule,
chiptunes,Electronic / Dance,rule,
christian music,Christian / Gospel,rule,
chutney,,unmapped,
cold wave,,unmapped,
commercial house,Electronic / Dance,rule,
community,,unmapped,
countertenor,,unmapped,
country swing,Country,rule,
crack rock steady,Rock,rule,
cross-over,,unmapped,
cult gs,,unmapped,
cum,,unmapped,
cup-cake,,unmapped,
cytus,,unmapped,
d ellington,,unmapped,
dark hip hop,Hip-Hop / Rap,rule,
dark wave,,unmapped,
darwezy,,unmapped,
dc,,unmapped,
deep elm,,unmapped,
delta,,unmapped,
devon green,,unmapped,
dinamarca,,unmapped,
dj in light,,unmapped,
dmv,,unmapped,
do you guys like captain funk,R&B / Soul,rule,
dominican republic,,unmapped,
doowop,R&B / Soul,rule,
dream-pop,Pop,rule,
dub poetry,Reggae,rule,
dubwise electronica,Electronic / Dance,rule,
dutch alternative,World,rule,
east african hip-hop,Hip-Hop / Rap,rule,
electonic,,unmapped,
electro hop,Electronic / Dance,rule,
electronic music,Electronic / Dance,rule,
elmolewis42,,unmapped,
endecha,,unmapped,
enfield,,unmapped,
epicore,,unmapped,
erhu,,unmapped,
evile,,unmapped,
factory records,,unmapped,
fairy tale,,unmapped,
filipino artists,,unmapped,
filthstep,,unmapped,
finnish metal,Metal,rule,
flottche,,unmapped,
flugelhorn,,unmapped,
folk-pop,Folk / Acoustic,rule,
free rock,Rock,rule,
fuego radio,,unmapped,
fun music,,unmapped,
gambia,,unmapped,
gamefaqs,,unmapped,
gangsta,,unmapped,
garage house,Electronic / Dance,rule,
general country,Country,rule,
ghettotech,,unmapped,
girl groups,,unmapped,
glo-fi,,unmapped,
good time music,,unmapped,
grenada,,unmapped,
guitar jazz,Jazz,rule,
high school musical,Soundtrack / Musical,rule,
hip house,Electronic / Dance,rule,
hipstep,,unmapped,
hungary,,unmapped,
idol,,unmapped,
incubate,,unmapped,
incubate 2009,,unmapped,
indiepop,Indie / Alternative,rule,
javilda,,unmapped,
jay smoove,,unmapped,
jazz-fusion,Jazz,rule,
jim camacho,,unmapped,
joaquin turina,,unmapped,
k-rock,Rock,rule,
kabyle,,unmapped,
kazan,,unmapped,
kranky,,unmapped,
late romantic,,unmapped,
latin afrobeat,Latin,rule,
les legions noires,,unmapped,
limburgian,,unmapped,
lush one,,unmapped,
macc dundee,,unmapped,
make it reggae,Reggae,rule,
marching band,,unmapped,
met,,unmapped,
mfk,,unmapped,
missclo,,unmapped,
mlm,,unmapped,
munich,,unmapped,
music hall,,unmapped,
my roommate,,unmapped,
nature,,unmapped,
neo progressive rock,Rock,rule,
neochrome,,unmapped,
nerdcore hip-hop,Hip-Hop / Rap,rule,
neurostep,,unmapped,
new flamenco,Latin,rule,
new orleans jazz,Jazz,rule,
nice,,unmapped,
nitzhogoa,,unmapped,
no tags,,unmapped,
north africa,World,rule,
northern,,unmapped,
numero group,,unmapped,
origem desconhecida,,unmapped,
osho,,unmapped,
ostalgie,,unmapped,
oxford,,unmapped,
pacha mama,,unmapped,
philippine folk,Folk / Acoustic,rule,
pianist composer,,unmapped,
playful,,unmapped,
polski dance,Electronic / Dance,rule,
pow wow,,unmapped,
protest,,unmapped,
psytech,,unmapped,
puerto rican,,unmapped,
punkabilly,,unmapped,
queensbridge,,unmapped,
queer as folk,Folk / Acoustic,rule,
real democracy,,unmapped,
reggaetones,Reggae,rule,
reggay,,unmapped,
relaxing,Ambient / Instrumental,rule,
rene auberjonois,,unmapped,
retro cheese madness,,unmapped,
rhythm & blues,Blues,rule,
riding home from baltimore,,unmapped,
rock in opposition,Rock,rule,
romanian rock,Rock,rule,
russian djent,Metal,rule,
s simcha,,unmapped,
sacred steel,Christian / Gospel,rule,
sadcore,,unmapped,
sahara,,unmapped,
scary people,,unmapped,
schlager-oldies,Pop,rule,
scream,,unmapped,
seapunk,,unmapped,
sesame street,,unmapped,
shantie,,unmapped,
shudder to think,,unmapped,
simlish,,unmapped,
slovenia,,unmapped,
sofar sounds,,unmapped,
solo projects,,unmapped,
son montuno,,unmapped,
sondheim,,unmapped,
soundscapes,,unmapped,
south carolina,,unmapped,
spanish hip-hop,Hip-Hop / Rap,rule,
spotlight,,unmapped,
swedish idol,,unmapped,
syria,,unmapped,
the fast show,,unmapped,
the hollies,,unmapped,
the masked singer,,unmapped,
tibet,,unmapped,
tin pan alley,,unmapped,
tin123,,unmapped,
toccara thomas,,unmapped,
trapstep,,unmapped,
trump,,unmapped,
tunisia,,unmapped,
ukranian,,unmapped,
united arab emirates,,unmapped,
unreal music,,unmapped,
utaite,,unmapped,
uzbekistan,,unmapped,
valencia,,unmapped,
vapor soul,R&B / Soul,rule,
very lo fi,,unmapped,
violence,,unmapped,
virtuoso,,unmapped,
visa,,unmapped,
vocal feminino,,unmapped,
w olvis,,unmapped,
wagner,,unmapped,
will oldham,,unmapped,
x factor,,unmapped,
yiddish,,unmapped,
yule,,unmapped,
zhongguo,,unmapped,
accoustic,,unmapped,
acousmatique,,unmapped,
acoustic cover,Folk / Acoustic,rule,
activ,,unmapped,
actors,,unmapped,
adorkable,,unmapped,
adventure dot prg,,unmapped,
afghanistan,,unmapped,
afro-cuban,World,rule,
afro-cuban jazz,Jazz,rule,
afropop,Pop,rule,
aggressive,,unmapped,
ale-jhay,,unmapped,
ally mcbeal,,unmapped,
alte,,unmapped,
alterative rock,Rock,rule,
ambiental,Ambient / Instrumental,rule,
american composer,,unmapped,
american primitive,,unmapped,
american primitives,,unmapped,
ancient,,unmapped,
andressa bueno,,unmapped,
animegrind,Metal,rule,
anticon,,unmapped,
antilles,,unmapped,
area 88 ost,,unmapped,
ark music factory,,unmapped,
art rap,Hip-Hop / Rap,rule,
artists i have seen live,,unmapped,
asia,,unmapped,
asian underground,,unmapped,
atavistic insurgence,,unmapped,
atmospheric ebm,Electronic / Dance,rule,
austro-hungarian,,unmapped,
avant,,unmapped,
avant garde,,unmapped,
avant-rock,Rock,rule,
awesome theory,,unmapped,
azerbaijani,,unmapped,
aztec two-step,,unmapped,
azucarado,,unmapped,
b b s orchestra,Classical,rule,
baile funk,R&B / Soul,rule,
balearic,,unmapped,
bali,,unmapped,
ballroom,,unmapped,
band music,,unmapped,
bands i have seen live,,unmapped,
barbra streisand,,unmapped,
bassline,,unmapped,
baz and his orchestra,Classical,rule,
bbc,,unmapped,
beaufcore,,unmapped,
beautiful pop,Pop,rule,
bedroom ambient,Ambient / Instrumental,rule,
belarusian,,unmapped,
black,,unmapped,
black square,,unmapped,
blasmusik,,unmapped,
blowgang,,unmapped,
blue soho recordings,,unmapped,
blue-eyed soul,R&B / Soul,rule,
bobs burgers,,unmapped,
boise,,unmapped,
bojack horseman,,unmapped,
bonobo,,unmapped,
boppin hillbilly,,unmapped,
boston hardcore,Punk / Hardcore,rule,
brain damage,,unmapped,
brandywine baroque,Classical,rule,
brazilian darkwave,Latin,rule,
brilliant,,unmapped,
brit rock,Rock,rule,
brittish,,unmapped,
brooklyn,,unmapped,
brspirit,,unmapped,
brutal death disco,R&B / Soul,rule,
bubblegum,,unmapped,
buena vista social club,Electronic / Dance,rule,
bug powder dust,,unmapped,
burak balkan,World,rule,
caleb santos,,unmapped,
californication,,unmapped,
calliope,,unmapped,
cam24-7,,unmapped,
cambodian pop,Pop,rule,
cant ignore my tekno,,unmapped,
cardio-wave,,unmapped,
caribe,,unmapped,
carlos peron,,unmapped,
carrie underwood,,unmapped,
cartoon music,,unmapped,
casiotone,,unmapped,
cayman islands,,unmapped,
central asia,,unmapped,
cha cha cha,,unmapped,
chain reaction,,unmapped,
chamber rock,Rock,rule,
chapo102,,unmapped,
charanga,,unmapped,
charlton pettus,,unmapped,
chica ye-ye,,unmapped,
chicha,,unmapped,
childhood,,unmapped,
chill-,Ambient / Instrumental,rule,
chilltrap,Ambient / Instrumental,rule,
chris de burgh,,unmapped,
christian country,Country,rule,
christian pop,Pop,rule,
christian pop-rock,Rock,rule,
clasical music,,unmapped,
classical piano solo,Classical,rule,
clumby,,unmapped,
cocteau twins,,unmapped,
coil,,unmapped,
coldplay,,unmapped,
colonia,,unmapped,
columbian,,unmapped,
congo-brazzaville,,unmapped,
contamporary classic,,unmapped,
contemporary bluegrass,Country,rule,
contempory folk,Folk / Acoustic,rule,
cool beans,,unmapped,
corinho de fogo,,unmapped,
coronavirus,,unmapped,
countryish,Country,rule,
crabcore,,unmapped,
crayon shin chan,,unmapped,
croatian pop,Pop,rule,
crossover thrash,,unmapped,
cubanisimo,,unmapped,
cutie,,unmapped,
d maseng,,unmapped,
d-block,,unmapped,
daf,,unmapped,
dan beaumont,,unmapped,
dan belloc,,unmapped,
dance hall,Electronic / Dance,rule,
dancehall reggae,Reggae,rule,
dansk rap,Hip-Hop / Rap,rule,
dark psytrance,Electronic / Dance,rule,
dark techno,Electronic / Dance,rule,
darkcore,,unmapped,
db's,,unmapped,
dead synthetic rap smert lofi,Hip-Hop / Rap,rule,
death ambient,Ambient / Instrumental,rule,
death n roll,,unmapped,
death punk,Punk / Hardcore,rule,
deep minimal,,unmapped,
def jux,,unmapped,
del,,unmapped,
delevantes,,unmapped,
delta-blues,Blues,rule,
desert blues,Blues,rule,
desi hip hop,Hip-Hop / Rap,rule,
detroit punk,Punk / Hardcore,rule,
deutsch hiphop,Hip-Hop / Rap,rule,
deutschegdchill,Ambient / Instrumental,rule,
devotional,,unmapped,
diane warren,,unmapped,
dieter bohlen,,unmapped,
dirty house,Electronic / Dance,rule,
ditc,,unmapped,
djembe,,unmapped,
djsky,,unmapped,
dnd,,unmapped,
doo-wop,R&B / Soul,rule,
double-ender 3,,unmapped,
doujin music,,unmapped,
down south,,unmapped,
drama,,unmapped,
dreamwave,,unmapped,
drum'n'bass,Electronic / Dance,rule,
drumbo,,unmapped,
duet,,unmapped,
dungeon rap,Hip-Hop / Rap,rule,
dutch metal,Metal,rule,
dynamic duo,,unmapped,
early baroque,Classical,rule,
early electronic,Electronic / Dance,rule,
east coast,,unmapped,
eccentric,,unmapped,
eesti,,unmapped,
eesti laul 2022 top 20,,unmapped,
el,,unmapped,
electro pop,Electronic / Dance,rule,
electro punk,Punk / Hardcore,rule,
electro-funk,Electronic / Dance,rule,
electro-rock noise pop,Rock,rule,
electrohead,Electronic / Dance,rule,
electrohouse,Electronic / Dance,rule,
electronic soul,Electronic / Dance,rule,
elektro,,unmapped,
elektro-techno-minimal-schranz,Electronic / Dance,rule,
elektronik,,unmapped,
eletronic,,unmapped,
empire,,unmapped,
eng,,unmapped,
english concertina,,unmapped,
ep,,unmapped,
epic black metal,Metal,rule,
epic collage,,unmapped,
ergster kanack,,unmapped,
esc national final,,unmapped,
estados unidos,,unmapped,
esto es esparta,,unmapped,
eurasia,,unmapped,
eurodisco,,unmapped,
europa plus,,unmapped,
european,,unmapped,
eurovision backing vocalists,,unmapped,
eurovision song contest,,unmapped,
experimental electronic,Electronic / Dance,rule,
experimental noise,,unmapped,
fake shit,,unmapped,
faktion,,unmapped,
fantasy ambient,Ambient / Instrumental,rule,
farley30,,unmapped,
fartblossom enterprizes,,unmapped,
fatboy slim,,unmapped,
faze,,unmapped,
feel,,unmapped,
fem vocal goth,,unmapped,
female composer,,unmapped,
female rap,Hip-Hop / Rap,rule,
female reggae,Reggae,rule,
female singers,,unmapped,
female violinist,,unmapped,
fingerstyle guitarist,,unmapped,
fl,,unmapped,
flash,,unmapped,
florida drill,Hip-Hop / Rap,rule,
fm4,,unmapped,
folksy,Folk / Acoustic,rule,
force of nature,,unmapped,
foreboding,,unmapped,
forest,,unmapped,
form all nighter,,unmapped,
franca,,unmapped,
franco-flemish,,unmapped,
frankenstein,,unmapped,
freak boyz parade,,unmapped,
freddie green,,unmapped,
french male vocalists,,unmapped,
friday,,unmapped,
fuck shit core,,unmapped,
full on night,,unmapped,
fullon,,unmapped,
fun,,unmapped,
funk rapcore,R&B / Soul,rule,
funk soul,R&B / Soul,rule,
funky 16 corners,R&B / Soul,rule,
fusion rock,Rock,rule,
g patane,,unmapped,
g tomkins,,unmapped,
g tozzi,,unmapped,
gang,,unmapped,
ganxta phunk - ohio,,unmapped,
ganxta phunk - texas,,unmapped,
german marches,,unmapped,
gershwin,,unmapped,
ghetto house,Electronic / Dance,rule,
gipsy jazz,Jazz,rule,
glam go,,unmapped,
glee cast,,unmapped,
glo gang,,unmapped,
goa psytrance,Electronic / Dance,rule,
good stuff,,unmapped,
gospel folk,Folk / Acoustic,rule,
gospel roots,Christian / Gospel,rule,
great conductors,,unmapped,
great song to leave on repeat,,unmapped,
green,,unmapped,
grey's anatomy,,unmapped,
grime experimental,Hip-Hop / Rap,rule,
grrrl,,unmapped,
grumpy,,unmapped,
guacarrock,Rock,rule,
guasca,,unmapped,
guitar solo,,unmapped,
guitarra,,unmapped,
gustavoegatotv,,unmapped,
hairy chest,,unmapped,
hands,,unmapped,
hang drum,,unmapped,
hard electro,Electronic / Dance,rule,
hard tehno,,unmapped,
hardkiss,,unmapped,
hardtrance,Electronic / Dance,rule,
hardvapour,,unmapped,
hardwave,,unmapped,
harpe,,unmapped,
hatecore,,unmapped,
headroom,,unmapped,
healing,,unmapped,
helene fischer,,unmapped,
high quality video game rips,Soundtrack / Musical,rule,
highlife,,unmapped,
hip-hop/rap,Hip-Hop / Rap,rule,
historical organ,,unmapped,
hnw,,unmapped,
horn,,unmapped,
hot christian babes,Christian / Gospel,rule,
hot naked dancer,,unmapped,
hot rod,,unmapped,
house of the rising sun,Electronic / Dance,rule,
how i met your mother,,unmapped,
hungarian composer,,unmapped,
hungarian female vocalists,,unmapped,
ibrahim khalil,,unmapped,
ilan chester,,unmapped,
imperial dub,Reggae,rule,
inclasificable,,unmapped,
incognito,,unmapped,
inde rock,Rock,rule,
indie rap,Hip-Hop / Rap,rule,
indie-rock,Indie / Alternative,rule,
indiecoustica,Indie / Alternative,rule,
infantil,,unmapped,
inglewood,,unmapped,
inside out 2,,unmapped,
inspired,,unmapped,
inspiring,,unmapped,
instumental,,unmapped,
irish female vocalists,,unmapped,
italo-disco,Electronic / Dance,rule,
jamendo,,unmapped,
japanese hardcore,Punk / Hardcore,rule,
japanese metal,Metal,rule,
jaz,,unmapped,
jazztrombone,Jazz,rule,
jazzy flavoured,Jazz,rule,
jeff beck,,unmapped,
jellyfish,,unmapped,
jerry douglas,,unmapped,
jersey boys,,unmapped,
jesus,,unmapped,
jesus music,,unmapped,
jesus-reggae,Reggae,rule,
jetset,,unmapped,
johnnie konan,,unmapped,
johnny dodds,,unmapped,
johnnys entertainment,,unmapped,
justin bieber,,unmapped,
justinas stanislovaitis,,unmapped,
k-l-e,,unmapped,
kazoo,,unmapped,
kenya,,unmapped,
kero kero bonito,,unmapped,
kesha,,unmapped,
kidsmusic,,unmapped,
kinderlieder,,unmapped,
kings of the drums,,unmapped,
korean rock,Rock,rule,
krasava,,unmapped,
kreis olpe,,unmapped,
krishnacore,,unmapped,
kwaito,,unmapped,
kyrgyz,,unmapped,
la fuerza de mi carino,,unmapped,
lana del rey,,unmapped,
latin trap,Hip-Hop / Rap,rule,
latvian composers,,unmapped,
legend,,unmapped,
lento violento,,unmapped,
leo dan,,unmapped,
liberia,,unmapped,
liberian,,unmapped,
lilith fair,,unmapped,
lilly goodman,,unmapped,
linear obsessional,,unmapped,
linescratcher,,unmapped,
lit,,unmapped,
lithuania,,unmapped,
lo-fi house,Electronic / Dance,rule,
lofi house,Electronic / Dance,rule,
lolicore,,unmapped,
los  hermanos zuleta,,unmapped,
los angeles loves you,,unmapped,
louisiana rock n roll,Rock,rule,
love metal,Metal,rule,
lyonzon,,unmapped,
lyra,,unmapped,
lyrics,,unmapped,
macau,,unmapped,
malagasy,,unmapped,
mallsoft,,unmapped,
malotte,,unmapped,
mangue beat,,unmapped,
maracatu,,unmapped,
marche,,unmapped,
maritiem music,,unmapped,
marry me,,unmapped,
marv ellis,,unmapped,
marvin winans,,unmapped,
mauritanian,,unmapped,
mbalax,,unmapped,
mediterranean,,unmapped,
medwaybeat,,unmapped,
meek mill,,unmapped,
mega man fan game,,unmapped,
mello music group,,unmapped,
mellow tunes,,unmapped,
melodramatic popular song,,unmapped,
melody,,unmapped,
melodycore,,unmapped,
memphis soul,R&B / Soul,rule,
messthetics,,unmapped,
metalectro,Metal,rule,
micromusic,,unmapped,
mid east,,unmapped,
mike watt,,unmapped,
minneapolis funk,R&B / Soul,rule,
minnie pearl,,unmapped,
mistagged,,unmapped,
mixed-latin-euro pop,Pop,rule,
mixes,,unmapped,
modern componist,,unmapped,
modern soul,R&B / Soul,rule,
monaco,,unmapped,
mondayjazz,Jazz,rule,
mongolian,,unmapped,
motorsports,,unmapped,
multiple artists,,unmapped,
music with a banjo,,unmapped,
musica contemporanea,,unmapped,
musical theater people,Soundtrack / Musical,rule,
musicas no plural,,unmapped,
musique contemporaine,,unmapped,
muzyka fitness,,unmapped,
mwe,,unmapped,
myanmar,,unmapped,
myfavoiteacidjazz,Jazz,rule,
mynewplug,,unmapped,
mythology,,unmapped,
nacional,,unmapped,
nadia,,unmapped,
naijasoundz,,unmapped,
names of people,,unmapped,
ncis,,unmapped,
nct,,unmapped,
neapolitan,,unmapped,
nebraska music,,unmapped,
negro,,unmapped,
neo trance,Electronic / Dance,rule,
neo-classical,Classical,rule,
neue deutsche haerte,,unmapped,
new generation freestyle,,unmapped,
new orleans bounce,,unmapped,
nice noise,,unmapped,
nik p,,unmapped,
no means yes,,unmapped,
noise-pop,Pop,rule,
noisegrind,Metal,rule,
norte xiv,,unmapped,
norteno,Latin,rule,
norwegian hardcore,Punk / Hardcore,rule,
not streamable,,unmapped,
nova scotia,,unmapped,
nueva trova cubana,,unmapped,
nuggets,,unmapped,
numbers,,unmapped,
nwo,,unmapped,
nxc,,unmapped,
nyhc,,unmapped,
o d m m fiorentino,,unmapped,
o wenkel,,unmapped,
oboe,,unmapped,
old english poetry,,unmapped,
old little-known brilliance,,unmapped,
old-time music,,unmapped,
oldskool haardcore,,unmapped,
on ligote ta maman,,unmapped,
one man band,,unmapped,
only andy moor,,unmapped,
onset audio,,unmapped,
oren ambarchi,,unmapped,
oriental-,,unmapped,
orquestra,,unmapped,
ost,,unmapped,
ovah,,unmapped,
oxford american,,unmapped,
p paray,,unmapped,
p-funk,R&B / Soul,rule,
panama,,unmapped,
parade,,unmapped,
parei no tempo,,unmapped,
pataphysique,,unmapped,
paul dano,,unmapped,
pearl jam,,unmapped,
pennsylvania,,unmapped,
persian artist,World,rule,
person of interest,,unmapped,
pesma za evroviziju 2022,,unmapped,
pfalz,,unmapped,
phuong anh,,unmapped,
piano metal,Metal,rule,
pio,,unmapped,
pkcz,,unmapped,
polish black death metal,Metal,rule,
political rap,Hip-Hop / Rap,rule,
polyshufflez,,unmapped,
pop music,Pop,rule,
pop singer,Pop,rule,
pop teen,Pop,rule,
pop-folk,Folk / Acoustic,rule,
popstars,,unmapped,
porno rock,Rock,rule,
post black metal,Metal,rule,
post-brexit new wave,,unmapped,
post-electropop,Electronic / Dance,rule,
power noise,,unmapped,
power rhythmic noise,,unmapped,
power violence,,unmapped,
praz khanal,,unmapped,
prehistoric,,unmapped,
prettylikedrugs,,unmapped,
pride,,unmapped,
private press,,unmapped,
pryda,,unmapped,
psy-trance,Electronic / Dance,rule,
psychotronic,,unmapped,
psyprog,,unmapped,
puente,,unmapped,
puerto king,,unmapped,
pufftube,,unmapped,
punk rock brasil,Punk / Hardcore,rule,
queensland blues,Blues,rule,
quilty pleasues,,unmapped,
r and b,,unmapped,
r calvert,,unmapped,
r n b,,unmapped,
r'n'b,,unmapped,
rack and ruin records,,unmapped,
raekwon,,unmapped,
raga jungle,Electronic / Dance,rule,
ranchogr,,unmapped,
rare sad boy,,unmapped,
rating 7 stars - good,,unmapped,
reformed,,unmapped,
reilly and maloney,,unmapped,
remote control productions,,unmapped,
renaissance music,Classical,rule,
reso guitar extraordinaire,,unmapped,
respond,,unmapped,
rhemi music,,unmapped,
rhymesayers,,unmapped,
richard sen,,unmapped,
riotnerd,,unmapped,
rock violin,Rock,rule,
rock-country,Country,rule,
rockfolk,Rock,rule,
romanian pop,Pop,rule,
rostov-na-donu,,unmapped,
ru rap,Hip-Hop / Rap,rule,
ruben ramos,,unmapped,
rush hour,,unmapped,
sacred harp,Christian / Gospel,rule,
sailor moon,,unmapped,
saint marie records,,unmapped,
salegy,,unmapped,
salsajazz,Jazz,rule,
samoan,,unmapped,
sao tome and principe,,unmapped,
sarangi,,unmapped,
sassy,,unmapped,
saudi arabia,,unmapped,
scandinavia,,unmapped,
school,,unmapped,
scrap metal,Metal,rule,
seattle stand up,,unmapped,
serbian cloudrap,,unmapped,
serialism,,unmapped,
sertanejo universitario,Latin,rule,
sesionista,,unmapped,
sex and the city,,unmapped,
shadoe,,unmapped,
shamarr allen,,unmapped,
shanghainese hip hop,Hip-Hop / Rap,rule,
shape note,,unmapped,
shed theory,,unmapped,
shillum,,unmapped,
shit house,Electronic / Dance,rule,
shred,,unmapped,
sieges even,,unmapped,
signalwave,,unmapped,
simple,,unmapped,
singer and actress,,unmapped,
sk,,unmapped,
skeletrix island,,unmapped,
skweee,,unmapped,
slayworld,World,rule,
snip funk,R&B / Soul,rule,
snoop dogg,,unmapped,
snsd,,unmapped,
snsg,,unmapped,
socialist,,unmapped,
somi n hugh masekela,,unmapped,
son veracrazano,,unmapped,
songwriters,,unmapped,
sonic youth gossip,,unmapped,
soul-jazz,Jazz,rule,
soul-rock,Rock,rule,
soulful,R&B / Soul,rule,
sound collage,,unmapped,
southernhiphop,Hip-Hop / Rap,rule,
space oddity,,unmapped,
spacerock,Rock,rule,
spoken words,,unmapped,
sri lanka,,unmapped,
stacy kidd,,unmapped,
star,,unmapped,
starfield,,unmapped,
stex,,unmapped,
street lyfe,,unmapped,
street rock,Rock,rule,
strictly rhythm,,unmapped,
suburban noize,,unmapped,
summejam,,unmapped,
sunbilly,,unmapped,
super smash bros,,unmapped,
superman,,unmapped,
swa,,unmapped,
swedance,,unmapped,
swedish female singers,,unmapped,
swedish hard rock,Rock,rule,
swedish male singers,,unmapped,
swedish rock,Rock,rule,
sweet soul,R&B / Soul,rule,
symphonic,Classical,rule,
symphonic power metal,Metal,rule,
synphaera,,unmapped,
synth rock,Rock,rule,
synth-punk,Punk / Hardcore,rule,
syrian,,unmapped,
tape music,,unmapped,
team maro,,unmapped,
tekno,,unmapped,
texas rockabilly,Rock,rule,
tha biz,,unmapped,
thbworld,World,rule,
the game,,unmapped,
the highlander,,unmapped,
the island musicfest,,unmapped,
the music of world war 2,World,rule,
the netherlands,,unmapped,
the original jazz messengers,Jazz,rule,
the quaaludes,,unmapped,
the regime,,unmapped,
the slushpuppies,,unmapped,
the summer obsession,,unmapped,
the witcher,,unmapped,
the wizard of oz,,unmapped,
the-dream,,unmapped,
thebest,,unmapped,
thinner,,unmapped,
toledo,,unmapped,
tontipop,Pop,rule,
tower of power,,unmapped,
traditional jazz,Jazz,rule,
trance like,Electronic / Dance,rule,
trevor gorczycka,,unmapped,
tribute,,unmapped,
trinidad reggae,Reggae,rule,
tropicalia,,unmapped,
true metal,Metal,rule,
truth and lies,,unmapped,
turkish pop,Pop,rule,
twisted records,,unmapped,
uk hip hop,Hip-Hop / Rap,rule,
ukhh,,unmapped,
unau,,unmapped,
under 200 listeners,,unmapped,
uruguayan,,unmapped,
usmc,,unmapped,
uyghur,,unmapped,
vaginal,,unmapped,
vaportrap,,unmapped,
videogame metal,Metal,rule,
vineyard,,unmapped,
vintage blues,Blues,rule,
virally yours,,unmapped,
vocalist,,unmapped,
voice is an instrument,,unmapped,
waiting,,unmapped,
wally fowler,,unmapped,
watched live,,unmapped,
watermelon,,unmapped,
weltmusik,,unmapped,
west coast underground hip-hop,Hip-Hop / Rap,rule,
westbam,,unmapped,
whispertown 2000,,unmapped,
wicked,,unmapped,
willie nelson yjulio iglesias,,unmapped,
wiso,,unmapped,
worth investigating further,,unmapped,
wrong tag,,unmapped,
xavier,,unmapped,
xmas,,unmapped,
xtc,,unmapped,
yaoi,,unmapped,
you are welcome in poland,,unmapped,
your words,,unmapped,
youtuber,,unmapped,
yumi,,unmapped,
zamba,,unmapped,
zappa,,unmapped,
zenonesque,,unmapped,
zulu,,unmapped,
